DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BE:Belgium,2017,67.2,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BE:Belgium,2018,66.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BE:Belgium,2019,67.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BE:Belgium,2020,67.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BE:Belgium,2021,71.2,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BE:Belgium,2022,71.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BE:Belgium,2023,68.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2014,66.4,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2015,65.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2016,65.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2017,64.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2018,66.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2019,63.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2020,61.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2021,63.6,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2022,65.0,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,BG:Bulgaria,2023,67.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2014,67.1,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2015,68.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2016,69.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2017,69.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2018,70.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2019,70.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2020,70.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2021,71.4,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2022,71.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CH:Switzerland,2023,71.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2014,72.5,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2015,74.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2016,74.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2017,73.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2018,74.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2019,74.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2020,74.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2021,73.5,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2022,75.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CY:Cyprus,2023,75.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2014,72.4,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2015,71.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2016,69.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2017,69.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2018,68.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2019,67.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2020,65.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2021,66.1,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2022,65.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,CZ:Czechia,2023,63.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2014,62.7,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2015,62.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2016,63.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2017,63.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2018,63.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2019,63.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2020,65.4,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2021,62.3,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2022,59.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DE:Germany,2023,60.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2014,56.2,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2015,57.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2016,57.9,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2017,59.8,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2018,59.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2019,59.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2020,60.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2021,60.1,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2022,60.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,DK:Denmark,2023,58.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2014,65.1,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2015,65.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2016,65.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2017,65.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2018,66.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2019,66.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2020,67.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2021,66.6,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2022,65.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EA20:Euro area – 20 countries (from 2023),2023,66.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2014,72.0,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2015,67.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2016,69.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2017,69.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2018,68.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2019,66.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2020,66.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2021,65.2,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2022,63.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EE:Estonia,2023,62.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2014,71.1,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2015,69.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2016,70.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2017,70.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2018,70.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2019,70.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2020,70.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2021,72.1,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2022,71.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EL:Greece,2023,72.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2014,59.8,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2015,62.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2016,62.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2017,62.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2018,64.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2019,66.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2020,67.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2021,64.0,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2022,64.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,ES:Spain,2023,64.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EU27_2020:European Union - 27 countries (from 2020),2014,65.6,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,F:Females,"ED3-8:Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y15-29:From 15 to 29 years,EU27_2020:European Union - 27 countries (from 2020),2015,65.6,
